 *******************************************************************************
 *    PROCEAF3 (1) 100 GROUP EAF3 ADAPTED FOR PROCESS CODE  MARCH 1993        *
 *******************************************************************************
 HARWELL COPY OF ACTIVATION AND TRANSMUTATION CROSS SECTION FILE FOR
 FUSION REACTORS FOR USE BY CULHAM PROCESS CODE SYSTEM
 -------------------------------------------------------------------------------
 BASIC DATA SOURCE: REAC ECN5 FILE, PRODUCED BY J.KOPECKY ECN PETTEN.
 SUPPLEMENTED BY: DATA FROM UKACT1 AND RENORMALISED (N,G) DATA.
 MOST DATA HAVE BEEN RENORMALIZED TO EXPERIMENTAL DATA OR TO DATA FROM
 SYSTEMATICS AT 14.5 MEV.
 THE GROUP CROSS SECTIONS HAVE BEEN CALCULATED AT ECN IN THE 100-GROUP
 GAM II STRUCTURE AND WITH THE VITAMIN-E FLUX WEIGHTING FUNCTION.
 ISOMERS AS TARGETS, NEW TARGETS.
 NEW SYSTEMATICS FOR (N,X). THIS VERSION CONTAINS NEW CAPTURE DATA.
 ACTINIDES INCLUDED.
 ###############################################################################
  10010 1020  100    H  1  (N,G  ) H  2                1.0000+00*
 JEF-1
 
 4.50644E-05 4.18203E-05 3.88848E-05 3.62287E-05 3.38253E-05 3.16507E-05
 2.96830E-05 2.79025E-05 2.62915E-05 2.48338E-05 2.35148E-05 2.23213E-05
 2.12414E-05 2.02643E-05 1.93802E-05 1.85802E-05 1.78563E-05 1.72013E-05
 1.66086E-05 1.60724E-05 1.55871E-05 1.51481E-05 1.47508E-05 1.43913E-05
 1.40661E-05 1.35753E-05 1.29998E-05 1.25516E-05 1.22025E-05 1.19307E-05
 1.17189E-05 1.15540E-05 1.14256E-05 1.13256E-05 1.12477E-05 1.11871E-05
 1.11398E-05 1.11030E-05 1.10744E-05 1.10521E-05 1.10347E-05 1.10211E-05
 1.10106E-05 1.10094E-05 1.13404E-05 1.18619E-05 1.24064E-05 1.29753E-05
 1.35594E-05 1.41829E-05 1.48327E-05 1.55154E-05 1.62267E-05 1.75986E-05
 1.99407E-05 2.25977E-05 2.56068E-05 2.90168E-05 3.28838E-05 3.72603E-05
 4.22295E-05 4.78504E-05 5.42225E-05 6.14520E-05 6.96352E-05 7.89149E-05
 8.94067E-05 1.01319E-04 1.14817E-04 1.30119E-04 1.47445E-04 1.67095E-04
 1.89275E-04 2.14370E-04 2.42917E-04 9.16896E-04
  40100  430    8   BE 10  (N,Z) FE 51
 Sum of all reactions on target not included in reaction index.
 Processed by XSECTDT.FOR March 1993.
 4.54465E-01 4.30882E-01 3.47124E-01 2.72238E-01 1.72730E-01 7.17573E-02
 2.55373E-03 0.00000E+00
  50100 1030  100    B 10  (N,P  )BE 10                1.0000+00*
 THRES OUTPUT, ENDF/B CORRECTED
 
 3.24308E-02 3.50122E-02 4.07255E-02 4.43726E-02 4.72774E-02 4.79080E-02
 4.01621E-02 2.93657E-02 2.87465E-02 2.87083E-02 2.81178E-02 2.57818E-02
 2.05981E-02 1.55648E-02 1.39444E-02 1.34683E-02 1.27762E-02 1.18463E-02
 1.08866E-02 9.95651E-03 9.06660E-03 8.03970E-03 6.69007E-03 4.93346E-03
 3.09977E-03 1.94525E-03 1.27603E-03 8.26602E-04 5.76372E-04 3.82115E-04
 2.84107E-04 1.99022E-04 1.38174E-04 1.08782E-04 8.25477E-05 5.88098E-05
 4.17882E-05 3.49464E-05 2.89810E-05 2.35833E-05 1.86993E-05 1.42800E-05
 1.02813E-05 7.59528E-06 6.57651E-06 5.67090E-06 4.85146E-06 4.11001E-06
 3.43912E-06 2.55123E-06 1.96963E-06 1.57223E-06 1.39820E-06 1.46462E-06
 1.53681E-06 1.61257E-06 1.69206E-06 1.77547E-06 1.86300E-06 1.95483E-06
 2.05119E-06 2.15231E-06 2.25841E-06 2.36973E-06 2.48655E-06 2.60912E-06
 2.73774E-06 2.87550E-06 3.17067E-06 3.58950E-06 4.06367E-06 4.60047E-06
 5.20817E-06 5.89616E-06 6.67502E-06 7.55677E-06 8.55500E-06 9.68509E-06
 1.09645E-05 1.24128E-05 1.40525E-05 1.59088E-05 1.80103E-05 2.03894E-05
 2.30828E-05 2.61320E-05 2.95840E-05 3.34919E-05 3.79161E-05 4.29247E-05
